dprime,M,max_EHC,threshold,TPR,FPR,A
2.0,2,0.6242502530618039,1.545,0.6754453805820554,0.061173131683533444,1.2357480786486392
2.0,4,0.7878372483954595,1.0699999999999998,0.8238144577547422,0.14230965435593929,2.8598231831867613
2.0,8,0.9082670034002156,0.4850000000000001,0.9351137979418235,0.31383817275691117,6.2891889676419215
3.0,2,0.8720764503738611,1.6600000000000001,0.9098773275355475,0.04845722626672279,0.9863729273598323
3.0,4,0.9402969629515765,1.1800000000000002,0.96562049755411,0.11900010745520073,2.3969345569059928
3.0,8,0.9706683537028108,0.6200000000000001,0.9913436809744834,0.267628893468983,5.36705216512977
4.0,2,0.9596824744519997,1.855,0.9840235765052133,0.0317981132886053,0.6550067750364381
4.0,4,0.9758799278200205,1.37,0.9957307565909107,0.08534345082196698,1.7250767625547185
4.0,8,0.9805408035968219,0.8600000000000001,0.9991552608265414,0.1948945212518084,3.913975639827662
