M,d,A_star,rho_star
2,4.65054794520548,1.2502625681304356,0.6251312840652178
2,4.673333333333334,1.2551243347124021,0.6275621673562011
2,4.696118721461187,1.2599151073218215,0.6299575536609108
2,4.718904109589041,1.2646365872647853,0.6323182936323927
2,4.741689497716894,1.2692904174581159,0.6346452087290579
2,4.7644748858447485,1.273878185090383,0.6369390925451915
2,4.787260273972603,1.2784014241301798,0.6392007120650899
2,4.810045662100457,1.28286161769224,0.64143080884612
2,4.832831050228311,1.2872602002711433,0.6436301001355716
2,4.855616438356164,1.2915985598515576,0.6457992799257788
2,4.878401826484018,1.2958780399032666,0.6479390199516333
2,4.9011872146118725,1.3000999412685885,0.6500499706342943
2,4.923972602739726,1.3042655239491872,0.6521327619745936
2,4.94675799086758,1.3083760087987768,0.6541880043993884
2,4.969543378995434,1.3124325791276858,0.6562162895638429
2,4.992328767123288,1.3164363822248435,0.6582181911124217
2,5.015114155251141,1.3203885308023138,0.6601942654011569
2,5.0378995433789955,1.3242901043671447,0.6621450521835723
2,5.060684931506849,1.3281421505249402,0.6640710752624701
2,5.083470319634703,1.331945686219278,0.665972843109639
2,5.106255707762557,1.3357016989107666,0.6678508494553833
2,5.129041095890411,1.3394111476993023,0.6697055738496511
2,5.151826484018265,1.3430749643928324,0.6715374821964162
2,5.174611872146119,1.3466940545256945,0.6733470272628472
2,5.197397260273973,1.350269298329412,0.675134649164706
2,5.220182648401826,1.3538015516586206,0.6769007758293103
2,5.24296803652968,1.3572916468746292,0.6786458234373146
2,5.265753424657534,1.3607403936889575,0.6803701968444787
2,5.288538812785388,1.364148579969031,0.6820742899845155
2,5.311324200913242,1.3675169725080918,0.6837584862540459
2,5.3341095890410966,1.3708463177612287,0.6854231588806143
2,5.35689497716895,1.3741373425493373,0.6870686712746686
2,5.379680365296804,1.3773907547326882,0.6886953773663441
2,5.402465753424657,1.3806072438556851,0.6903036219278426
2,5.425251141552511,1.383787481764298,0.691893740882149
